,comment,rate
124711,"با سالم بنده یک ماه می شه این گوشی رو خریدم.
اول از همه ظاهرش فوق العاده زیباست و بسیار خوش دسته! بر خلاف همه ی گوشی های یه برند دیگه (اسم نمی برم چون می گین تبلیغه ولی همه تون می دونین کدوم برند رو می گم!) که همه گوشی هاش شبیه همه و هیچ جذابیتی برای کسی نداره، هر کس اولین بار این گوشی رو ببینه جذب ظاهرش می شه! 
دوربینش خیلی خوبه، صدای خروجی عالی. ایرادی که هست اینه که نسبت صفحه به بدنه کمه که من قبل از خرید روی این نکته تردید داشتم. اما اصلا متوجه این حالت نمی شین. چون نیازی نیست قسمتی از صفحه رو بدین به دکمه های زیر صفحه نمایش! و به نظرم یک کاریه که مد شده اما فایده ی چندانی نداره! مثل صفحه ی نمایش خمیده که اصلا معلوم نیست چرا باید خمیده باشه! ( نوکیا هم مدل خمیده داره!)
نکته ی بعدی کیفیت ساخته که شما در کیفیت تفاوتی با آیفون مشاهده نخواهید کرد. جنس بدنه فوق العاده س و نگهداری شارژش خیلی خیلی خوب! 
در کل یک گوشی خاص و جذاب رو خواهید داشت.",0.94
5044,شاید بتوان گفت بزرگترین نقطه قوت مزیت این دوربین به دیگر دوربین های رایج ورزشی غیر ورزشی، بهره گیری از یک لنز بسیار واید 170 درجه است که تصاویری بسیار عریض خیره کننده ضبط می کند، قابلیتی که نقش موثری در خلق تصاویر مهیج زیبا در فعالیت های ورزشی ماجرا جویانه دارد.,1.0
6677,ولي با اينقدر هزينه ميشه گوشي خريد.,-0.5
19577,"از طاقچه در خواست داریم که در  ایام فاطمیه چند تا کتاب خوب پیرامون زندگی و سخنان گوهربار حضرت فاطمه (س) قرار بده.

خیلی ممنون از زحمات تیم طاقچه",1.0
11935,سلام من تقريبا 5 ماهي ميشه که خريدم.,0.0
19770,کیفیت نسبت به گذشته بسیار پایین,1.0
121790,عینکی که به دست من رسید با آنچه در این تصویرها نمایش داده شده خیلی متفاوته. به هرحال، ناراضی نیستم.,0.08
8535,به جای جعبه داخل ظرف یکبار مصرف شیرینی رو آوردن!,1.0
66459,خیلی عالی بود هم طعمش و هم بسته بندی,0.6000000000000001
99828,به اندازه یه گوله کاموا از لباس زیرم فقط پرز جدا کردم اما باز هم تموم نشده من موندم این لباس اینهمه پرز میریزه چرا تموم نمیشه آخه!!!!!!!!,-0.0599999999999999
3799,بعلاوه می توانید از امکان دسترسی سریع به محتویات you tube بهره ببرید.,0.5
6186,به نظر من کمپانيApple براي اينکه بتواند مثل هميشه برترين باشد بايد يه تغيير اساسي در شکل ظاهر گوشي خود ببخشه چون اين شکل گوشي شايد زيبا باشه اما ديگه تکراري شده,-0.5
1825,این دوربین همانند دیگر دوربین های سری جدید کانن، توانایی ضبط ویدیویی 720p HD با سرعت 25 فریم بر ثانیه در فرمت AVI H.,0.0
50822,غذاها خیلی چرب بود ماهی هم معمولی بود … میشه گفت بیشتر بی مزه بود,-1.0
6530,والا 5100 نيکون هم انتخاب خوبيه بديش محدوديت دقيقه اي ضبط ويدئو است.,-0.5
15442,در نهایت این گوشی برای افرادی که انتظار زیادی از گوشی ندارند و فقط به دنبال وظیفه‌ی اصلی آن که همان برقراری تماس و ارسال و دریافت پیام است  هستند مناسب است و می‌تواند یک گزینه‌ی مناسب باشد.,0.5
4818,•دوربین یکی از بهترین قسمت‌های Xperia TX، دوربین 13 مگاپیکسلی آن با سنسور Exmor دیافراگم f/2.4 است.,1.0
48086,"من این دستگاه رو خریدم و به همه شما همراهان دی جی کالا هم پیشنهاد میکنم. جدیداً شبکه آیو اسپرت رو اضافه کردن که HD هم هست و کلی رخداد ورزشی خوب مثل تنیس جهانی و بسگتبال و بوکس و....رو زنده پخش میکنه و گزارش هم میکنن. عالین این تیم آیو. مصاحبه های خوب،دوبله فیلم های خارجی،زیرنویس های عالی و... خسته نباشید. ما همچنان منتظر کانال های جدید و فیلم و سریال های قشنگتون هستیم. 
 از دیجیکالا عزیز هم مممنونم که این محصول و با تخفیف خوب گذاشته تا راحت بخریمش.",1.0
127842,ممنون .گاهی خوندن نظرات ادمو بیشتر ترغیب میکنه که بخره محصول مورد نظرو. کامنتها منو بیشتر کمک میکنن.,0.4000000000000001
6693,در مقابل Galaxy III Galaxy Note حرف چنداني براي گفتن نداره,-0.5
27096,خوب  ...مخصوصا نوع نگارش,1.0
5150,هم‌چنين در صورت کاهش توان باتري گيم پد بي سيم،  چراغ اطراف پاور به صورت چشمک‌زن به کاربر هشدار خواهد داد.,0.0
14256,دوربین فیلم‌برداری JVC مدل GZ-MG255 از مدل‌های سری Everio است که اولین دوربین‌های فیلم‌برداری مبتنی بر هارد را عرضه کرده است.,0.0
134222,"باسلام
ضمن تشکر از دیجی کالا بخاطر ارائه محصولات با کیفیت باید بگم تو پیشنهاد ویژه خریدش بسیار  بصرفه و درقیمت عادی یه کم گرونه.
جنسش خوبه,جیبهاش متنوع و حتی زیاد به نظر میرسه.زیپهای خوب و روونی داره
پشت کوله نرم و راحته و بندهاش هم محکم و خوش دسته.
تنها ایراد قابل ذکرش اینه که زیپ محفظه اصلیش سرتاسر کوله امتداد داره .
در کل کوله خوبیه و ارزش خریدن را داره.
شاد و سربلند باشید.",0.52
47685,مرسی رایگان بود من هنوز نخوندمش خیلی مشتاقم,1.0
5183,در حقيقت اين درايو نوري از لرزش و نويز نسبتا بالايي در هنگام فعاليت برخوردار بود.,-0.5
18589,"دوستان امروز به دستم رسید به راحتی کانفیگ شد.
کیفیت مکالمه خوبی داره.
نرم‌افزاری از بازار دانلود میشه .
یه اکانت باید بسازی که نیازمند داشتن ایمیل و یک شماره تلفنه.
ضد آیه و رابط شارژرش هم مغناطیسی هم که آب نفوذ نکنه.
امکان گوش دادن مخفیانه صدا رو ندارن و این امکان از نرم افزاری حذف شده.
باید بسته اینترنت برای بخری که اونم تقریبا ماهی ده هزار تومان هزینه.
نرم افزار سونی میشه به چندین ساعت نصب کرد مثلاً کسی که چند تا بچه داره برای همشون می‌تونه بخره و همه رو با هم کنترل کنه.
۱۵ تا شماره توش تعریف میشه که فقط از اونا زنگ میخوره و به اونا می‌تونه تماس بگیره.
۳تا شماره اضطراری هم میگیره که در مواقع ضروری به طور خودکار ارتباط برقرار کنه.
از روی موبایل والدین میشه خاموشش کرد یا دقت جی پی اسشو کم و زیاد کرد.
با توجه به اینکه زیر سقف از روی آنتن موبایل مکان رو مشخص می‌کنه زیر سقف خطای حدود ۵۰۰متر داره. ولی در هوای آزاد دقتش خوبه.
سنسور سرعت مدارهای و سرعت حرکت رو نشون نمی ده.
از پارسال قیمتش دوبرابر شده خوب البته دلار سه برابر شده.
در کل نسبت به قیمتش کادوی ارزنده آیه.
امیدوارم نظرات بنده به تصمیم گیری تون کمک کنه.",0.6000000000000001
1465,توانایی فیلم برداری Full HD آن نیز تقریبا همانی است که بر روی مدل پیشین وجود داشت.,0.0
511,به قدري ظرافت در طراحي اين گوشي به کار رفته که تصور ميکنم نوکيا در ساخت اين گوشي نهايت تجربه و تخصصش را به کار گرفته تا مشتري را از اين خريد راضي نگهدارد.,0.5
38141,خددددداا,1.0
12332,گوشي خيلي خوبي ميتونه باشه واسه کساني که در حد توان گوشي ازش کار ميکشن   طراحي اين گوشي خيلي خوبه !,0.5
15421,میزان روشنایی آن در زیر نور خورشید خوب و زوایای دید آن نیز مناسب ارزیابی می‌شود.,0.5
49736,چندبار از این سوپرمارکت خریدم‌کردم یا سفارشمو کمتر فرستادن یا برعکس فرستادن,1.0
6864,البته می‌دانیم که 4% برای مود Spot زیاد است ولی به هر صورت این چیزی است که داریم.,-0.5
92387,راضی بودم از کیفیتش,0.1999999999999999
20,کیفیت پرینت در هر دو رزولوشنی که گفتیم،  خیلی خوب است و رنگ مشکی کاملا مشخص و غلیظ می‌باشد.,1.0
146033,"سوای یکه گویی راوی اول شخص داستان که جناب دلقک باشه کتاب یک پیام یک خطی بیشتر نداره: تزویر و ریا بد است
کتاب حوصله ام را سر برد و این باعث شد در کوتاه ترین زمان ممکن تمومش کنم، معمولا کتاب هایی رو که دوست دارم از ترس تمام شدن تا جای ممکن کش میدم خوندنش رو.
به نظر من دلقک غصه ی ما یک آدم شلخته (نویسنده برای جلوگیری از القای این شلختگی منزل مرتب و تمیزی برای دلقک در نظر گرفته ولی این دروغ بزرگیست) بی خیال، بی دین، بی خدا، غیر قابل تکیه و از لحاظ روحی انسانی وسواس زده پریشان خاطر و گم و گنگ است که هیچ حسی به جز افسردگی نه به خود و دیگران و نه به خوانندگان نمی دهد.
نمونه ی کسانی که خود را عقل کل می دانند و دیگران به خاطر داشتن هر نوع اعتقادی ریا کارند و احمقند و لاف زنند و نمی فهمند و این آقای دلقک فقط میفهمد . در داستان یک انسان معتقد باهوش و با صداقت هم نیست. بیشتر تبلیغی برای بی خدایی میبینم این کتاب رو تا چیز دیگری.",-0.0599999999999999
5269,بهتر است به پنج سال پيش برگرديم به روزي که مايکروسافت پرده از آخرين محصول مربوط به بازي هاي رايانه اي خود برداشت و طفل نوپاي خود را بطور رسمي در تاريخ 12 مه 2005 ،  در نمايشگاه سرگرمي هاي الکترونيکي (E3) به همگان معرفي نمود.,0.0
6901,پین متصل کننده به دسته لق است و بیلچه در هیچکدام از حالت ها پایداری ندارد در کل نمی ارزد,-1.0
9785,به روز رسانی: در تست هایی که انجام دادیم،  کیفیت عکس های گرفته شده با این دوربین در سطحی واقعا عالی بود.,1.0
21378,کیفیت عالی بسته بندی عالی و ارسال خیلی سریع,-1.0
78449,در یک کلام عالی و انتخابی بی نظیر!,1.0
45397,کالاها سریع با بسته بندی مناسب و درست ارسال شدند و بجز نان تست سایر کالاها تولید روز بودند.:),-1.0
2376,از فلش به طور کامل پشتیبانی می‌شود حتی صفحات اینترنتی سنگین به راحتی به سرعت باز شده همه چیز بسیار روان است.,0.5
816,"کاش همه یه قدم در کمک به این بچه ها بردارن
آمین",1.0
10768,مورد خیلی خاص دیگری برای گفتن درباره ی این دوربین وجود ندارد،  به جز اینکه حقیقتا G6 هم مثل مدل های پیشین خود از دوربین‌های بسیار خوب به حساب می آید.,1.0
615,"این همان جایی است که می‌توانید جلوه‌های Fisheye, Miniature, Toy Camera, Monochrome, Super Vivid, Poster, Colour accent Colour Swap را بیابید.",0.0
3137,نسخه سیستم عامل اندروید هم که همواره عملکردی قابل دفاع را از خود به نمایش گذاشته است نیز برای این گوشی یک مزیت را ایجاد می‌نماید.,0.5
13845,يه کم پيامک زدن باهاش سخته,-0.5
57416,پادکست ناوکست هر قسمتش این کتاب رو توضیح میده گوش کنید واقعا جالبه ولی چیزی که جالبتره نویسنده اسراییلیه و استاد دانشگاه اورشلیم.موندم چجوری تو ایران چاپ شده.واقعا برام سواله😁,1.0
3300,به نظر من تو رده سوپر زوما با اين اندازه سنسور canon sx40 hs بهترينه.,0.5
2702,"عکس هاي پانوراماي خيلي خوبي ميگيره
و اما : در مورد رم بايد سعي کنيد از رم هاي کلاس بالا استفاده کنيد چون اگر از کلاس 4 استفاده بشه فقط تا 4 گيگ رو ساپورت ميکنه و هشت گيگ رو نميشناسه 
در مورد بدنه: بدنه خيلي قوي و محکمي داره 
در مورد منو : بايد گفت تقريبا به تمام زبان هاي زنده دنيا منو داره از جمله فارسي ،  عربي ،  ترکي و ..",1.0
1433,با وجود چنین تکنولوژی و سخت افزار پیشرفته ای که در این لپ‌تاپ به کار گرفته شده است،  Retina Macbook Pro بسیار باریک و سبک بوده و طول عمر باتری آن بسیار بالاست.,1.0
19980,شیرینی تازه بود و به موقع رسید، ممنون,-1.0
3565,امکانات اين دوربين بسيار راضي کنندست.,0.5
15349,"سلام ممنون خانم یثربی....مثل همیشه خیلی خوب بووود
لطفا معماهای داستاناتون رو بیشتر کنید...داستانهای پیچیده رو خیلی دوست دارم",0.6
4885,به نسبت قیمت بدک نیست نمیشه روش حساب باز کرد,0.1999999999999999
2747,این چشمی توانایی ارایه دو بزرگنمایی متفاوت را دارد.,0.0
12701,"آیا میدانستید امام صادق علیه السلام نامه ای به شیعیان نوشته بودند و شیعیان زمان ایشان این نامه را در جایگاه نمازشان قرار داده و بعد از نماز توصیه های حضرت را میخواندند زیرا حضرت مداومت به خواندن وعمل به آن را  توصیه فرموده بودند اکنون این نامه در دست همه ما است پس قدر بدانیم و بنگریم امام عزیزمان چگونه ما را هدایت فرمودند. 
لازم به ذکر است که شرح این نامه در کتب معتبر همچون 
الکافی .  شیخ کلینی 
تحف العقول.  شیخ حرانی 
وسائل الشیعه.   حر عاملی 
بحار الانوار.   علامه مجلسی 
و الوافی.    فیض کاشانی با آدرس کامل ذکر شده 

قسمتی از نامه امام صادق علیه السلام: 

✨مبادا شیفته چیزی شوید که خداوند بر شما حرام کرده زیرا هر کس پرده حرمت خدا را در این دنیا بدرد خداوند میان او و بهشت و نعمت ها و خوشی ها و احکام ارجمند پایدار و دائمی آنجا که برای اهلش مقرر شده برای همیشه جدایی می افکند .✨",-1.0
8036,بعلاوه از عملکردهای چند لمسی چون Pinch to Zoom هم پشتیبانی می‌کند.,0.5
844,پس از سال‌ها استفاده از کانکتور 30 پین برای محصولات اپل، این کمپانی دست به تغییر آن زد کانکتور رعد را جایگزین آن‌ها نمود.,0.0
43146,زمان ارسال سفارش مناسب بود,-1.0
8273,در سمت راست نیز درایو نوری و دو پورت USB 2.0 دیگر قرار دارند.,0.0
1076,طراحی ساختاز نظر ظاهری، این نوت‌بوک شباهت زیادی به HP 1000 دارد.,0.0
44884,من که خوشم نیومد ازش ... فضای داستان به شدت تیره و پر از نا امیدی و حس بده,-0.6
1211,داک این گوشی که با نام PadFone Station شناخته می‌شود،  دارای یک صفحه‌ی نمایش 10.1 اینچی است که گوشی،  در قسمت پشتی آن جای می‌گیرد.,0.0
37839,کتاب خواندن نه به هر قیمتی. باید بعد هر کتاب پرسید مفید بود؟! کتاب بدون مغز خواندن فرقی با کارهای بیهوده دیگر ندارد.,-0.6
174,منم مثل خيلي هاي ديگه عشق نيکون کانن رو داشتم!,0.0
160890,خریدش رو پیشنهاد میکنم,-1.0
53140,تخفیف بذارید واسش😆😬,1.0
124050,"واقعا یک عدد بند پستانک ارزش 78000 تومان رو داره
کار دیجی کالا شده فروش جنس های مزخرف با قیمت های بالا",-0.2999999999999999
60823,ممنون از دیجی کالا بابت پشتیبانی خوب .امیدوارم روز به روز بر کیفیت و تنوع کالاهای ارائه شده افزوده بشه.,0.08
30698,دوسش داشتم♥️جذابه ،,0.2
14764,به قدری پیچیده بود یه عالمه اسم و یه عالمه نسبت و مهم اینکه اموزنده هم نبود . نصفه گذاشتم و کامل نخوندم,-0.6
250,اگر با xperia ray کار کرده باشيد دکمه هاي خيلي حساسي داره طبق گفته ي خود سوني شما اگر در حال اجراي 1 برنامه يا.,0.0
4450,بسيار فوق العاده،  انقلابي ديگر از اپل که مدت هاست منتظر آن هستيم,1.0
132536,خیلی قشنگ طراحی شده، از طرفین کاملا فیت گوشیه ولی اول اینکه اصلا شیشه نیست و پلاستیکه، دوم اینکه با سطح تاچ گوشی فاصله خیلی کمی داره ولی نمیچسبه و تاچ خازنی به تاچ مقاومتی تبدیل میشه (خیلی باید فشار بدین),0.0
49017,چند نظر پایین تر آقای سید وحید چاووشی نوشتن که دستگاه با اینکه ظرفیتش ده هزاره توی دفترچه نوشته شش هزارو سیصد.باید بگم که ظرفیت ذخیره دستگاه واقعا ده هزار هست و اون شش هزار و سیصدی که شما خوندین حاصل ضریب ظرفیت ده هزار میلی آمپر در بازده مفید دستگاهه و هیچ دستگاهی بدون اتلاف انرژی در دنیا کار نمیکنه اگه نه که دنیا گلستان میشد.اون عدد 6300 مقدار انرژی انتقالی مفید و خالص دستگاهه و بقیه ی اون انرژی در مسیر انتقال تبدیل به گرما میشه و این کاملا طبیعیه.ضریب بازده انرژی مفید این دستگاه 0/63 هست که اتفاقا خیلی مقبوله به نصبت سایر پاوربانک های همقیمت.بازم میگم در دنیا وسیله ای نیست و نخواهد آمد که بازده صد درصدی یا چیزی نزدیک اون داشته باشه,0.1999999999999999
44162,سیب زمینیش واقعا بده از نظر مقدار و کیفیت و اصلا ارزش خرید کردن نداره,1.0
64983,همه نان‌ها تازه و خوش طعم بودن، سپاس از اینکه پیک اسنپ دستکش و ماسک استفاده کرده بود.,-1.0
128808,به نظر من خوبه ولی بخوای باهاش کل بدنتو بزنی خیلی زمان میبره,0.1999999999999999
31365,عاشق این داستان شدم ... عالی بود عالی,1.0
4743,شاید برای مدت ها انتظار چنین پخش کننده ای با نمایشگر بزرگ لمسی، مرورگری وب بسیار پیشرفته به همراه Wi-Fi، واسط کاربری مولتی تاچ، پخش کننده ویدیویی تحت وب (you tube) از Apple می رفت اکنون این نیز محقق شده است.,1.0
6343,يک اشکال بزرگ اين گوشي اينه که دوربينش زوم نداره!,-0.5
64792,چقدر عاشقانه و زیبا بود . واقعا از خوندنش لذت بردم. خیلی جاها ، اشک ریختم . خوشا به حال حاج عمار و همه جوونهایی که عاشقانه در دفاع از حریم اهل بیت ، گوی سبقت را ربودند و جام شهادت را سرکشیدند. و خوشا به حال همسرانشان که زینب وار ، صبر و استقامت پیشه کردند.,1.0
4286,از معايبش، صداي کم بلندگوي خارجي و کيفيت پايين صفحه نمايش زير نور آفتابه.,-0.5
2601,آهنگ از همه مهم تر استفاده از فلش کار رو خيلي راحت دستگاه رو خيلي ساده کرده به همه دوستان توصيه مي کنم,0.5
129409,پسرم این ماشین رو خیلی دوست داره,0.1999999999999999
6168,منوي فارسي ،  GPS و EYEFI  هم داره.,0.0
142972,جنس پلاستیکی است و آب جوش در ظرف پلاستیکی باعث سرطان می شود.,0.1999999999999999
1282,از نظر سرعت سي پي يو ،  حافظه رم ،  سيستم عامل و دو سيم کارته همزمان بودن بسيار عاليه (نسبت به قيمت) ولي يک ايراد بزرگ داره که اصلا قابل چشم پوشي نيست و اون هم باتري ضعيفشه.,-0.5
103444,دوستان مبلغ بیشتر هزینه و یک اسپیکر خوب تهیه کنند این اسپیکر هیچ ارزشی ندارد و واقعا بی کیفیت ساخته شده,-0.64
12077,این سری اصلا از کیفیت شیشلیک راضکی نبودم هم بو داشت هم گوشتش سفت بود,-1.0
3982,کمپانی اپل همواره وسواس زیادی در مورد کیفیت محصولات خود به خرج می‌دهد، این بار نیز با همان وسواس ظرافت گوشی جدید خود را طراحی تولید نموده است که آن را از محصولات دیگر موجود در بازار متمایز می‌نماید.,0.5
20542,خیلی زیبا وخیلی واقعگرایانه,1.0
29381,رول سفارش دادم تیکه اوردن,1.0
121963,امروز دستم رسید. خیلی قشنگه. درست عین عکسش بود. حتما بخرین.,0.96
3563,خوشبختانه این گوشی نیز از گیگابایت حافظه‌ی داخلی بهره می‌برد که البته حدود نیمی از آن برای کاربر قابل استفاده می‌باشد.,0.5
100165,نقلط منفیش ممکنه همون باشه ک یکم ناخن خشک میکنه,0.9000000000000001
26623,با وجود دریافت ۶۰۰۰ تومان هزینه بسته بندی؛ بسته بندی نامناسب بود و خورشت ریخته بود روی دورچین‌ها و ماست. مرغ کاملا سرد سفت و خشک.,-1.0
21052,"کتابی مختصر و‌مفید با مطالبی جالب و جذاب .
تاریخ خرید کتاب : ۲۵ آبان ۹۵ ( قیمت کتاب از همان موقع ۲۴۰۰ تومان ، ثابت مانده است. )",1.0
2993,رنگ هاي زنده.,0.5
56407,نسخه کاغذی کتاب رو گرفتم، ولی فقط کمتر از یک سومش رو تونستم بخونم. بعد دیدم کاش همین یک سوم رو هم نخونده بودم، انگار پولمو ریختم دور. انگار یک نوار رو بذاری روی تکرار، هی تمام شه و دوباره برگرده از اول هر 10 صفحه یه بار تکرار شده بود. به نظرم این کتاب با کلی توضیح و تفسیر و مقدمه و پیشگفتار، میتونست توی 50 صفحه خلاصه بشه. تازگیا دیدم جلد دو و سه و چهار و... اومده.. وجدانی میخونن اینا رو؟ بخدا حیفه کاغذ، حیفه وقت خواننده، حیفه وقت مترجم، حیفه پول بی زبون.,-0.6
7637,اسوس به دور از هياهو يک غول ساخته.,0.0
4958,اگر جزو کسانی هستید که با گوشی خود زیاد ویدئو نگاه می‌کنید، HTC One Plus یکی از بهترین انتخاب‌ها برای شماست.,1.0
42348,خوشمزه بود البته حجم قارچ و پنیر یه مقدار به ذائقه من زیاد بود که خالیش کردم,-1.0
1164,در ضمن این را نیز بگوییم که این پرینتر از طریق Wi-Fi به شبکه متصل می شود.,0.0
61254,اگر زمان رسیدن غذا گرم‌تر باشد بهتر است,-1.0
12884,جنس بدنه که زياد راضي نيستم چون زود لک ميشه و من مدام بايد دستمال دستم باشه و پاکش کنم.,-0.5
75301,با اینکه پسرم خیلی ازش استفاده میکنه، مشکل پارگی یا تغییر رنگ نداده.,0.8
10037,من اين گوشي رو حدوده 3 روزه از سايت خوب ديجي کالا  خريدم و از گوشي راضيم واقعا گوشي خوبيه نسبت به قيمت و امکاناتش.,0.5
54790,کتاب بسیار خوبیه. در ضمن بیان خاطرات اطلاعاتی از جنگ سوریه به خواننده میده و فضای سوریه درگیر جنگ داخلی رو خوب تصویر میکنه. نویسنده هم کتاب رو با نثر روان و بدون تکلف به رشته تحریر درآورده و اینش خیلی خوبه. من که بدم نیومد.,0.6
48582,خیلی کناب خوب و کاربردی‌ایه. من هنر شفاف اندیشیدن رو هم خونده بودم. اونم خوب بود,1.0
934,اما اصولا به همان دلیلی که سازنده بر روی این دوربین آپشن های کنترل دستی را قرار نداده، ترجیح داده که هیچ راهی از قبیل وجود چشمی یا نمایشگر Live view برای کادر بندی وجود نداشته باشد.,0.0
30407,قیمت بالا هزینه بسته بندی نامعقول هزینه ارسال نیز نباید گرفته شود,-1.0
3997,در نقد و بررسی HX100v اشاره کرده بودیم که کیفیت عکس‌های گرفته شده فوق‌العاده هستند.,1.0
65897,بسیار جالب وجنائی,1.0
1744,نسبت به امکاناتي که داره همچنين مخصوصا اندرويد 4.1 به نظر من تو اين رده خيلي بد نيست,0.0
9614,• نرم افزار و دوربینPadFone 2 به طور پیش فرض از نسخه 4.0 سیستم عامل اندروید با نام بستنی حصیری استفاده می‌کند ولی ایسوس وعده داده است که تا پایان سال جاری میلادی،  این گوشی به اندروید 4.1 نیز آپدیت خواهد شد.,0.5
5165,اما با وجود استفاده مایکروسافت از پنل Touch LCD در یک لایه، دید در زاویه همچنین عملکرد این صفحه نمایش در زیر نور آفتاب، بسیار عالی راضی کننده خواهد بود.,1.0
6442,سلام بسیار سریع و خوب,-1.0
35054,خوب بود,-1.0
5633,عاشق محصولاتشم,1.0
3196,در جلوی Xperia ray صفحه نمایش 3.3 اینچی لمسی خازنی با رزلوشن 480x854 قرار دارد که تراکم پیکسلی بسیار بالای 297ppi را ارائه می‌دهد.,0.5
38494,عاااالی بود عااالی من که از این به بعد مشتری پایه ثابتتونم,-1.0
106700,"من ساکن یکی از روستاهای اطراف دشت مغان هستم 80 درصد ساکنین روستای ما و روستاهای همسایه با همین نوع ساج نان مصرفی هفتگی خودشان را میپزند و خیلی هم عالی در میاد البته خیلیا چون نمیتونن درست ازش استفاده کنن معمولا ناراضی هستند .شرایط استفادش اینطوریه که اگه میخواهین نان سنتی و طبیعی محلی درست کنین باید به اندازه ساج خریداری شده که سایزهای متفاوتی داره به شکل دایره 2 تا اجر روی همیدیگه بزارین و ساج از سطح زمین 10 یا 15 سانتیمتری فاصله داشته باشه و ساج رو روی آجرها قرار بدین و زیرش رو از هیزم، یا زغال یا چوب خشک، پر کنین و اجازه بدین داغ بشه وقتی داغ شد ساج به مرور استفاده سیاه میشه و رنگی سیاهی هم از خودش پس نمیده و میتونین نان رو با وردنه روش بزارین و از پخت نان طبیعی لذت ببرین ،اون دوست عزیزی که فرمودند نان پخته نمیشه و کناره هاش خام می مونه  اگه به روشی که من گفتم استفاده کنین بهترین نان رو میتونین بپزین چون در خیلی از روستاها که نانوایی ندارن نان به همین روش با همین ساج پخت میشه البته خیلیا روی اجاق گاز توی خونه اینکار رو انجام میدن که مناسب اینکار نیست و در ضمن جنس چدن مناسب اینکار نیست چون هم خیلی سنگین میشه و هم اینکه چدن یک نوع فلز خشک هست که موقع جابجایی با کوچکترین ضربه میشکنه ،من خودم تا حالا برای خودمون و یا آشناهامون تا حالا بیشتر از 50 تا از
بازار خریداری کردم ،در ضمن از دیجیکالا به خاطر تنوع جنسی بالا و قینتهای مناسب که برای ما روستاییان که رفت آمد برامون در بعضی مواقع سخته کار رو راحتتر کرده و با احترام دم در خونه جنس رو تحویل میدن کمال تقدیر و تشکر رو دارم",0.1999999999999999
43612,"عجیب و سیال (و کمی خسته‌کننده!)
من چند اثر از کالوینو خوندم قبلا
همشون عنصر خیال و خلاقیت رو به وفور دارند
ولی این یکی کمی خسته‌کننده بود
چند صفحه بیشتر نتونستم بخونمش..",0.2
40358,من نسخه ی چاپی این کتاب رو خوندم. کتاب خوبی بود. بعد از کلی فکر کردن فهمیدم من هم مثل شخصیت اصلی کتاب، آلبی، مطلقا تقریبا از ارزش های خودم با خبرم.و همینه که من رو از بقیه متمایز می کنه.امیدوارم هرکس که این کتاب رو می خونه خودش و ارزش هاش رو باور داشته باشه. امیدوارم...,1.0
671,دنیای کنسولهای بازی تا حدی سلیقه ای مشروط به نوع کاربر است.,0.0
58440,تعداد زیادی از کامنت‌ها در مورد مشکلات ارسال کیک‌ها هستند به نظر من باید یک همکاری برای تغییر نوع بسته بندی جعبه‌های کیک ارسالی انجام بدین وقتی من مبلغ زیادی برای یک کیک پرداخت می‌کنم حداقل توقع‌ام اینست که سالم به دست من برسد و مجبور نباشم کیک را پس بفرستم.,1.0
5224,بنابراين موقع خريد بازي حتما بايد به ريجن آن دقت کرد.,0.0
145637,من امروز تحویل گرفتم.درسته که اون خطوط سفید دورش مثل عکس نیست اما تازه خیلی هم قشنگتره.اما کیفیت رو فعلا نمیدونم ولی همون الیت و الیت پلاسه با قیمته متناسب تر,0.1999999999999999
59698,دیگه موجود نمی کنید بخریم؟,0.1999999999999999
23237,خوب بود فقط کاش به توضیحاتی که ثبت کردم توجه میکردند.,-1.0
6471,شاید تنها نقطه ضعف بدنه را بتوان براق بودن سطح خارجی آن دانست که بسیار مستعد جذب اثر انگشت است ترجیح می‌دادیم که Acer بدنه خارجی دستگاه را به یک روکش مات مجهز می‌کرد.,-0.5
31825,پیتزا در جعبه کاملا له و گلوله شده بود و اجرای آن از هم پاشیده بود,1.0
66738,واقعا افتضاح همه چیز مونده با اینکه دوبله بود قیمت همه چیز ولی افتضاح افتضاح واقعا بی کیفیت,1.0
86162,جعبه نداشت، و جلدش کثیف بود، نمیدونم اقعا بیست میل کامل توشه یا نه ،ولی از نظر بو خوبه,0.1999999999999999
13614,به جز این موارد،  تغییر محسوس دیگری بین اندروید 4.1 و 4.2 وجود ندارد.,0.0
61445,من خیلی راضی بودم,-1.0
54405,اصن راضی نبودم از این محصول,-1.0
37978,شاید باورتون نشه ولی هیچی از این کتاب نفهمیدم 😑,-0.2
61449,من یه ترجمه دیگه این رمانو خوندم، دوسش داشتم، ادبیاتش و توصیفاتش قابل درک بود و همش دوست داشتم بدونم بعدش چی میشه، برای سرگرمی و یه بار خوندنش کتاب خوبی بود ولی موضوعش خیلی خاص نبود و فقط اینکه سرگذشت چگونگی به وجود اومدن یه تابلوی نقاشی بود جالب بود.در کل میشه گفت رمان های بهتری برای خوندن وحود داره,0.2
14671,"امروز صبح زود ولی پشت در نبود 
دنبال پای گمشده ات رفته بود، کفش...",1.0
13260,بدین ترتیب که موقعیت دقیق مکانی عکس هایی که می گیرید به همراه آن ها ثبت می شود.,0.0
162527,حتما بخرید من که راضی بودم.,0.1999999999999999
2330,من SII  داشتم و با ضرر زياد ردش کردم رفت.,-0.5
